Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,CCSF SFMTA,2501 23rd Street,"SFGH 1; Public Parking Level 3
SFGH 2; Public Parking Level 3",San Francisco,CA,94110,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.754333,-122.404839,2019-12-30,41206,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"$0.23 per kWh, maximum payment of $5, $2 per session",,,,,,,,,,,,,,,,,,,,
ELEC,2999 OAK ROAD,2999 Oak Rd,"STATION 3
STATION; -
STATIONONE; -",Walnut Creek,CA,94597,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.928337,-122.058247,2019-12-30,41224,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,BROADWAY MGT,1151 Harbor Bay Pkwy,1151 GATEWAY L2; In front of REJ Electric Inc,Alameda,CA,94502,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.7269773,-122.2318687,2019-12-30,41311,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $0.99 per hour, minimum payment of $0.05, maximum payment of $10, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,COUNTY EVSE,3800 Branch Center Rd,BRANCH CENTER 2; -,Sacramento,CA,95827,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,200-8,38.5517091,-121.3381591,2019-12-30,41325,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,PALO ALTO CA,528 High St,"HIGH #1; High/Alma Parking Garage (Lot R)
HIGH #2; -
HIGH #3; -
HIGH #4; -",Palo Alto,CA,94301,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-8,37.443509,-122.162837,2019-12-30,41329,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $2 per additional hour, $0.23 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,PALO ALTO CA,250 Hamilton Ave,"HAMILTON #1; City Hall Parking Garage
HAMILTON #2; -",Palo Alto,CA,94301,,888-758-4389,E,,Public,24 hours daily,,,,,1,3,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.444402,-122.160043,2019-12-30,41330,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,$0.23 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,STANFORD,360 Oak Rd,"STATION 1 PS-5; Located in the northwest corner on Level 1 in this garage at 360 Oak Road, Stanford CA, 94305
STATION 2 PS-5; Located in the northwest corner on Level 1 in this garage at 360 Oak Road, Stanford CA, 94305
STATION 3 PS-5; This Station is in the northwest corner on the first level of the garage.",Stanford,CA,94305,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.431697,-122.182097,2019-12-30,41332,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $2 per hour from 6:00 AM to 4:00 PM, minimum payment of $0.5",,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF REDWOOD,1120 Roosevelt Ave,RED MORTON RGHT,Redwood City,CA,94061,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.4723387,-122.2353442,2019-12-30,41334,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,CCSF SFMTA,355 McAllister St,"CIVIC CENTER 10
CIVIC CENTER 11
CIVIC CENTER 2; Public Parking Level 1 & 2, Parking Rates Apply
CIVIC CENTER 6; Public Parking Level 1&2, Parking Rates Apply 
CIVIC CENTER 9
CIVIC CTR 7; Garage
CIVIC CTR 8; Garage",San Francisco,CA,94102,,888-758-4389,E,,Public,24 hours daily,,,,,2,12,,,ChargePoint Network,https://www.chargepoint.com,200-8,37.780232,-122.417494,2019-12-30,41338,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"$0.28 per kWh, maximum payment of $5, $2 per session",,,,,,,,,,,,,,,,,,,,
ELEC,CCSF SFMTA,1610 Geary Blvd,"JAPAN CENTER; Public Parking Level 1 - Parking Rates Apply
JAPAN CTR 2; Main Garage",San Francisco,CA,94115,,888-758-4389,E,,Public,24 hours daily,,,,,1,3,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.784939,-122.430408,2019-12-30,41340,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"$0.29 per kWh, maximum payment of $5, $2 per session",,,,,,,,,,,,,,,,,,,,
ELEC,CCSF SFMTA,1399 Bush St,POLK   BUSH; Public Parking Level 1,San Francisco,CA,94109,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.7886429,-122.4200287,2019-12-30,41341,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"$0.27 per kWh, maximum payment of $5, $2 per session",,,,,,,,,,,,,,,,,,,,
ELEC,Mountain View Civic Center Garage,500 Castro St,Mercy St and Castro St,Mountain View,CA,94041,,650-903-6301,E,,Private,Fleet use only,,,,,,2,,,Non-Networked,,GPS,37.390383,-122.0827,2019-11-08,41347,2019-11-08 19:38:10 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Towers at Great America,4555 Great America Pkwy,,Santa Clara,CA,95054,,,E,,Private,Tenant use only,,,,,,11,,,Non-Networked,,200-9,37.397144,-121.976831,2019-11-08,41351,2019-11-08 19:38:10 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Advanced Micro Devices Inc,2485 Augustine Dr,,Santa Clara,CA,95054,,,E,,Private,Employee use only,,,,,,14,,,Non-Networked,,200-8,37.38237,-121.970806,2018-09-10,41352,2019-12-23 21:10:35 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,STANFORD,295 Galvez St,"TH STATION 1; This Station is located in front of the Stanford Athletics Shop in L-95 Track House Lot
TH WALL MOUNT; This Station is located in front of the Stanford Athletics Shop in L-95 Track House Lot",Stanford,CA,94305,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-8,37.43243,-122.163584,2019-12-30,41432,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $2 per hour from 6:00 AM to 4:00 PM, minimum payment of $0.5",,,,,,,,,,,,,,,,,,,,
ELEC,Marsh Street Parking Structure,881 Marsh St,Located on the lower level,San Luis Obispo,CA,93401,,805-781-7230,E,,Public,24 hours daily; pay lot,,,,,,4,,,Non-Networked,,GPS,35.279705,-120.6609,2019-05-09,41526,2019-05-14 21:16:45 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,HAYDENNATIONAL,3528 Hayden Ave,COMMAND WEST; Provided by EV Connect &amp; Samitaur,Culver City,CA,90232,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,200-8,34.0254882,-118.3808512,2019-12-30,41787,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $4 per additional hour, $0.25 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,EVSP WALGREENS,2595 E Bidwell St,STORE 9048,Folsom,CA,95630,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.6584751,-121.1292927,2019-12-30,41788,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,EVSP WALGREENS,1100 Riley St,STORE 6417; STATION IS ON SIDE FACING GLENN DRIVE,Folsom,CA,95630,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.670141,-121.1650395,2019-12-30,41789,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,WHOLE FOODS MKT,3502 Mt Diablo Blvd,LAFAYETTE ST3,Lafayette,CA,94549,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.8934422,-122.1171836,2019-12-30,41790,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,BROOKFIELD OFC,945 W. 8th Street,"LVL 7 SEC C 01; Go to Level 7, stations are on the NE side of the garage near Level 7 elevator
LVL 7 SEC C 02; Go to Level 7, stations are on the NE side of the garage near the  Level 7 elevator.",Los Angeles,CA,90017,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-8,34.04868,-118.262151,2019-12-30,41791,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 3 hours, and $5 per additional hour, maximum payment of $30, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,BMW GROUP,675 El Camino Real,"WESTIN PA #1; Public station but parking fees apply - station located in parking garage on level G2
WESTIN PA #2; Public station but parking fees apply - station located in parking garage on level g2
WESTIN PA #4; Public station but parking fees apply - station located in parking garage level G2",Palo Alto,CA,94301,,888-758-4389,E,,Public,24 hours daily,,,,,1,3,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.440413,-122.163198,2019-12-30,41795,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,EVSP WALGREENS,2201 Arden Way,STORE 6193; The station is located to the left of the store's entrance,Sacramento,CA,95825,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.5967011,-121.4149023,2019-12-30,41804,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,EVSP WALGREENS,7299 Laguna Blvd,STORE 5499,Elk Grove,CA,95758,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.424099,-121.418617,2019-12-30,42247,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,BROOKFIELD WEST,601 S Figueroa St,"601 S FIG EV1; Station is on P1
601 S FIG EV2; Enter garage, valet will direct you, stations are on P1
601 S FIG EV3; Enter garage, valet will direct you, stations are on P1.
601 S FIG EV5-6; Stations are on P5 near Elevator
601 S FIG EV7-8; Stations are on P5 near elevator.",Los Angeles,CA,90017,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-9,34.050833,-118.258866,2019-12-30,42256,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 3 hours, and $5 per additional hour, maximum payment of $30, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,CITYNATNL PLAZA,400 S Flower St,"A-LVL #2; At valet parking
CITYNATNL-J2 #6; Located on the 5th Floor
CITYNATNL-J2 #7; located on the 5th Floor
CITYNATNL-J2 #8; Stations are on the 5th Floor
CITYNATNL-J2 #9
CITYNATNL-J2#10; -",Los Angeles,CA,90071,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-9,34.052162,-118.254614,2019-12-30,42257,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,BESTWESTERNPLUS,2959 Speno Dr,"VILLADELLAGO2
VILLADELLAGO3
VILLADELLAGO4; -
VILLADELLAGO5
VILLADELLAGO6
VILLADELLAGOINN",Patterson,CA,95363,,888-758-4389,E,,Public,24 hours daily,,,,,6,6,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.466692,-121.174905,2019-12-30,42267,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,EVSP WALGREENS,4200 Arden Way,STORE 4170,Sacramento,CA,95864,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.5949893,-121.365564,2019-12-30,42270,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,UCSF CAMPUS,1650 3rd St,1650 3RD STREET; Owens Street UCSF parking ,San Francisco,CA,94158,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.7686653,-122.3894348,2019-12-30,42273,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1.25 per hour, minimum payment of $1.25",,,,,,,,,,,,,,,,,,,,
ELEC,UCSF CAMPUS,1625 Owens St,"MBEVSE1; -
MBEVSE2; -
MBEVSE3; -
MBEVSE4; -
OWENS STREET#2; 1625 Owens Street Parking",San Francisco,CA,94158,,888-758-4389,E,,Public,24 hours daily,,,,,,9,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.768282,-122.393862,2019-12-30,42274,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1.25 per hour, minimum payment of $1.25",,,,,,,,,,,,,,,,,,,,
ELEC,EVSP WALGREENS,14280 San Pablo Ave,STORE 13796; The station is located left of the store's entrance,San Pablo,CA,94806,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.9645244,-122.3447793,2019-12-30,42276,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,BWP EV CHARGE,240 E Orange Grove Ave,"240 EAST O.G.#1; -
240 EAST O.G.#2; -
CIVIC CENTER 1; -
CIVIC CENTER 2",Burbank,CA,91502,,888-758-4389,E,,Public,24 hours daily,,,,,2,6,,,ChargePoint Network,https://www.chargepoint.com,200-8,34.1821,-118.308962,2019-12-30,42319,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,$0.1753 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,BWP EV CHARGE,120 E Orange Grove Ave,"120 EAST O.G.#1; -
120 EAST O.G.#2; -",Burbank,CA,91502,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,https://www.chargepoint.com,200-9,34.180832,-118.31012,2019-12-30,42321,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,$0.1753 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,BWP EV CHARGE,327 N Pass Ave,"327 N PASS AVE2; -
327 N PASS AVE; -
LAKE SIDE LVL 2",Burbank,CA,91505,,888-758-4389,E,,Public,24 hours daily,,,,,2,4,,,ChargePoint Network,https://www.chargepoint.com,200-8,34.15556,-118.345977,2019-12-30,42322,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,$0.1753 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,PLEASANTONEVSTN,5353 Sunol Blvd,SENIOR CENTER,Pleasanton,CA,94566,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.6521988,-121.8809433,2019-12-30,42374,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $1 per hour, minimum payment of $1, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,PALO ALTO USD,25 Churchill Ave,CHURCHILL AVE; Parking Permit Required during school hours,Palo Alto,CA,94306,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.4344826,-122.1533661,2019-12-30,42663,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on kWh used. $0.18 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,COUNTY OF MARIN,3501 Civic Center Drive,"CC ADMIN 1; Located in the Administrative Building Upper Parking Lot off of Peter Behr Drive, Section B
CC MID ARCH
HOJ 01-02; -
HOJ 03-04; -
HOJ 05-06; -
HOJ 07-08; -
HOJ 09-10; -
HOJ 11-12; -
HOJ 13-14; -
HOJ 15-16; -
HOJ 17-18; -
HOJ 19-20; -
HOJ 21-22; -
HOJ 23-24; -
HOJ 25-26; -
HOJ 27-28; -
HOJ 29; -
HOJ 30; -
HOJ 31; -",San Rafael,CA,94903,,888-758-4389,E,,Public,24 hours daily,,,,,,35,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.99824,-122.532424,2019-12-30,42673,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1 per hour, maximum payment of $4",,,,,,,,,,,,,,,,,,,,
ELEC,JOHN HANCOCK,111 W Ocean Blvd,"LMARK EV10; Stations are on Level A.
LMARK EV1; Stations are on Level 1.
LMARK EV2; Stations are on Level 1.
LMARK EV3; Stations are on Level 1.
LMARK EV4; Stations are on Level 1.
LMARK EV5 EV6; Stations are on Level A.
LMARK EV7 EV8; Stations are on Level A.
LMARK EV9; Stations are on Level A.",Long Beach,CA,90802,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.767581,-118.193026,2019-12-30,42676,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,CLUB@HARBOR PNT,475 E Strawberry Dr,"STATION 1; By fitness center 
STATION 2; By fitness center ",Mill Valley,CA,94941,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.884558,-122.502165,2019-12-30,42678,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,COUNTY OF MARIN,10 Ave of the Flags,EXHIBIT HALL,San Rafael,CA,94903,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.002416,-122.5334235,2019-12-30,42680,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1 per hour, maximum payment of $4",,,,,,,,,,,,,,,,,,,,
ELEC,PMI 3003 OAK,3003 Oak Rd,"PLAZA LLC # 2; Public Parking Lot
PLAZA LLC; Public Parking Lot
STATION 1
STATION 2
STATION 3",Walnut Creek,CA,94597,,888-758-4389,E,,Public,24 hours daily,,,,,2,8,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.92896,-122.058582,2019-12-30,42687,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,EVSP WALGREENS,6144  Dewey Dr,STORE 5152; The station is located at the intersection of Greenback Ln and Dewey Drive,Citrus Heights,CA,95621,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.6778958,-121.3101501,2019-12-30,43198,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,EVSP WALGREENS,4051 Douglas Blvd,STORE 6036,Granite Bay,CA,95746,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.7440723,-121.2244833,2019-12-30,43201,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,UC IRVINE,Social Science Parking Structure University of California,"SSPS 3RD FLR 02; Social Science Parking Structure, third floor. Permit required.",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.6474953,-117.8369141,2019-12-30,43203,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2.5 per hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,UC IRVINE,4242 Campus Dr Student Center Parking Structure,"SCPS 1ST FLR 02; Student Center Parking Structure, first floor at SW corner. Permit required.
SCPS 1ST FLR 03; Student Center Parking Structure, first floor at SW corner. Permit required.",Irvine,CA,92612,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.6496391,-117.8415909,2019-12-30,43204,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"$2.5 per hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,UC IRVINE,4002 Mesa Rd Mesa Parking Structure,"MPS 1ST FLR 01; Mesa Parking Structure, first floor at NE corner. Permit required.
MPS 1ST FLR 02; Mesa Parking Structure, first floor at NE corner. Permit required.
MPS 1ST FLR 03; Mesa Parking Structure, first floor at NE corner. Permit required.",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,3,3,,,ChargePoint Network,https://www.chargepoint.com,200-8,33.653073,-117.846752,2019-12-30,43205,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"$2.5 per hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,EVSP WALGREENS,1401 Broadway,STORE 6613,Sacramento,CA,95818,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.5624567,-121.4942845,2019-12-30,43213,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,UC DAVIS TAPS,1333 Research Park Dr,"LOT 80; Located in Lot 80, UC Davis Extension Facilities ",Davis,CA,95618,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.5387878,-121.7329102,2019-12-30,43471,2019-12-30 10:12:32 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Malibu Country Mart,3835 Cross Creek Rd,,Malibu,CA,90265,,,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,34.035802,-118.686393,2019-11-08,43478,2019-11-08 19:38:10 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,EVSP WALGREENS,1420 Meadowview Rd,"STORE 13597
STORE 13597 (2)",Sacramento,CA,95832,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,200-9,38.480752,-121.504222,2019-12-30,43485,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF VENTURA,501 Poli St,"CITY HALL 1
CITY HALL 2",Ventura,CA,93001,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,34.281889,-119.292427,2019-12-30,43505,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,,,,,,,,,,,,
